"subjects" "activity" "variable" "mean"
"1840" 7 "SITTING" "fBodyAccJerk_std()_Y" -0.971814980208333
"1841" 7 "STANDING" "fBodyAccJerk_std()_Y" -0.966850290188679
"1842" 7 "LAYING" "fBodyAccJerk_std()_Y" -0.975886145
"1843" 8 "WALKING" "fBodyAccJerk_std()_Y" 0.315883536479167
"1844" 8 "WALKING_UPSTAIRS" "fBodyAccJerk_std()_Y" -0.0700821464439024
"1845" 8 "WALKING_DOWNSTAIRS" "fBodyAccJerk_std()_Y" 0.273943791773684
"1846" 8 "SITTING" "fBodyAccJerk_std()_Y" -0.983038783478261
"1847" 8 "STANDING" "fBodyAccJerk_std()_Y" -0.97858173
"1848" 8 "LAYING" "fBodyAccJerk_std()_Y" -0.979170881666667
"1849" 9 "WALKING" "fBodyAccJerk_std()_Y" -0.228380473480769
"1850" 9 "WALKING_UPSTAIRS" "fBodyAccJerk_std()_Y" -0.590112916530612
"1851" 9 "WALKING_DOWNSTAIRS" "fBodyAccJerk_std()_Y" -0.355981821428571
"1852" 9 "SITTING" "fBodyAccJerk_std()_Y" -0.9585229866
"1853" 9 "STANDING" "fBodyAccJerk_std()_Y" -0.968234579555556
"1854" 9 "LAYING" "fBodyAccJerk_std()_Y" -0.966634136
"1855" 10 "WALKING" "fBodyAccJerk_std()_Y" 0.0484867672264151
"1856" 10 "WALKING_UPSTAIRS" "fBodyAccJerk_std()_Y" -0.202796129097872
"1857" 10 "WALKING_DOWNSTAIRS" "fBodyAccJerk_std()_Y" -0.153355802565789
"1858" 10 "SITTING" "fBodyAccJerk_std()_Y" -0.982045591111111
"1859" 10 "STANDING" "fBodyAccJerk_std()_Y" -0.944847393636364
"1860" 10 "LAYING" "fBodyAccJerk_std()_Y" -0.968120692241379
"1861" 11 "WALKING" "fBodyAccJerk_std()_Y" -0.170177403123729
"1862" 11 "WALKING_UPSTAIRS" "fBodyAccJerk_std()_Y" -0.437276328518518
"1863" 11 "WALKING_DOWNSTAIRS" "fBodyAccJerk_std()_Y" -0.130443829826087
"1864" 11 "SITTING" "fBodyAccJerk_std()_Y" -0.968421475660377
"1865" 11 "STANDING" "fBodyAccJerk_std()_Y" -0.981185823617021
"1866" 11 "LAYING" "fBodyAccJerk_std()_Y" -0.973486716315789
"1867" 12 "WALKING" "fBodyAccJerk_std()_Y" -0.094056408433
"1868" 12 "WALKING_UPSTAIRS" "fBodyAccJerk_std()_Y" -0.335926381307692
"1869" 12 "WALKING_DOWNSTAIRS" "fBodyAccJerk_std()_Y" 0.0515123126413043
"1870" 12 "SITTING" "fBodyAccJerk_std()_Y" -0.966538919607843
"1871" 12 "STANDING" "fBodyAccJerk_std()_Y" -0.95666634442623
"1872" 12 "LAYING" "fBodyAccJerk_std()_Y" -0.964703656833333
"1873" 13 "WALKING" "fBodyAccJerk_std()_Y" 0.0946741596910526
"1874" 13 "WALKING_UPSTAIRS" "fBodyAccJerk_std()_Y" -0.319400410981818
"1875" 13 "WALKING_DOWNSTAIRS" "fBodyAccJerk_std()_Y" -0.141775116319149
"1876" 13 "SITTING" "fBodyAccJerk_std()_Y" -0.985908120408163
"1877" 13 "STANDING" "fBodyAccJerk_std()_Y" -0.979412252631579
"1878" 13 "LAYING" "fBodyAccJerk_std()_Y" -0.981394261612903
"1879" 14 "WALKING" "fBodyAccJerk_std()_Y" -0.353526894237288
"1880" 14 "WALKING_UPSTAIRS" "fBodyAccJerk_std()_Y" -0.371572473072222
"1881" 14 "WALKING_DOWNSTAIRS" "fBodyAccJerk_std()_Y" 0.138737970022222
"1882" 14 "SITTING" "fBodyAccJerk_std()_Y" -0.968943674259259
"1883" 14 "STANDING" "fBodyAccJerk_std()_Y" -0.967830182166667
"1884" 14 "LAYING" "fBodyAccJerk_std()_Y" -0.969113291372549
"1885" 15 "WALKING" "fBodyAccJerk_std()_Y" -0.0606839140548148
"1886" 15 "WALKING_UPSTAIRS" "fBodyAccJerk_std()_Y" -0.330391429583333
"1887" 15 "WALKING_DOWNSTAIRS" "fBodyAccJerk_std()_Y" -0.00722860241119048
"1888" 15 "SITTING" "fBodyAccJerk_std()_Y" -0.979713045932203
"1889" 15 "STANDING" "fBodyAccJerk_std()_Y" -0.969934103584906
"1890" 15 "LAYING" "fBodyAccJerk_std()_Y" -0.973215319722222
"1891" 16 "WALKING" "fBodyAccJerk_std()_Y" -0.433612657843137
"1892" 16 "WALKING_UPSTAIRS" "fBodyAccJerk_std()_Y" -0.417127012352941
"1893" 16 "WALKING_DOWNSTAIRS" "fBodyAccJerk_std()_Y" -0.281507406948936
"1894" 16 "SITTING" "fBodyAccJerk_std()_Y" -0.983230774492754
"1895" 16 "STANDING" "fBodyAccJerk_std()_Y" -0.984236462179487
"1896" 16 "LAYING" "fBodyAccJerk_std()_Y" -0.986215013
"1897" 17 "WALKING" "fBodyAccJerk_std()_Y" -0.0470379377672131
"1898" 17 "WALKING_UPSTAIRS" "fBodyAccJerk_std()_Y" -0.365114263583333
"1899" 17 "WALKING_DOWNSTAIRS" "fBodyAccJerk_std()_Y" -0.298931144913043
"1900" 17 "SITTING" "fBodyAccJerk_std()_Y" -0.98991581109375
"1901" 17 "STANDING" "fBodyAccJerk_std()_Y" -0.988200349487179
"1902" 17 "LAYING" "fBodyAccJerk_std()_Y" -0.978343915774648
"1903" 18 "WALKING" "fBodyAccJerk_std()_Y" -0.320264113035714
"1904" 18 "WALKING_UPSTAIRS" "fBodyAccJerk_std()_Y" -0.585531432931034
"1905" 18 "WALKING_DOWNSTAIRS" "fBodyAccJerk_std()_Y" -0.464546054727273
"1906" 18 "SITTING" "fBodyAccJerk_std()_Y" -0.985694744385965
"1907" 18 "STANDING" "fBodyAccJerk_std()_Y" -0.977179032191781
"1908" 18 "LAYING" "fBodyAccJerk_std()_Y" -0.986210701230769
"1909" 19 "WALKING" "fBodyAccJerk_std()_Y" 0.0854010732076923
"1910" 19 "WALKING_UPSTAIRS" "fBodyAccJerk_std()_Y" -0.0131695876025
"1911" 19 "WALKING_DOWNSTAIRS" "fBodyAccJerk_std()_Y" 0.349771285415897
"1912" 19 "SITTING" "fBodyAccJerk_std()_Y" -0.980999857671233
"1913" 19 "STANDING" "fBodyAccJerk_std()_Y" -0.973588517808219
"1914" 19 "LAYING" "fBodyAccJerk_std()_Y" -0.975964111566265
"1915" 20 "WALKING" "fBodyAccJerk_std()_Y" 0.255614062961569
"1916" 20 "WALKING_UPSTAIRS" "fBodyAccJerk_std()_Y" -0.255008282372549
"1917" 20 "WALKING_DOWNSTAIRS" "fBodyAccJerk_std()_Y" 0.293119526444444
"1918" 20 "SITTING" "fBodyAccJerk_std()_Y" -0.972776577272727
"1919" 20 "STANDING" "fBodyAccJerk_std()_Y" -0.94047417890411
"1920" 20 "LAYING" "fBodyAccJerk_std()_Y" -0.978451446764706
"1921" 21 "WALKING" "fBodyAccJerk_std()_Y" -0.0148415165923077
"1922" 21 "WALKING_UPSTAIRS" "fBodyAccJerk_std()_Y" -0.261261053404255
"1923" 21 "WALKING_DOWNSTAIRS" "fBodyAccJerk_std()_Y" -0.113161860322222
"1924" 21 "SITTING" "fBodyAccJerk_std()_Y" -0.980347168823529
"1925" 21 "STANDING" "fBodyAccJerk_std()_Y" -0.966024075955056
"1926" 21 "LAYING" "fBodyAccJerk_std()_Y" -0.973164432777778
"1927" 22 "WALKING" "fBodyAccJerk_std()_Y" 0.213423556139739
"1928" 22 "WALKING_UPSTAIRS" "fBodyAccJerk_std()_Y" -0.106099613648095
"1929" 22 "WALKING_DOWNSTAIRS" "fBodyAccJerk_std()_Y" -0.0270294444166667
"1930" 22 "SITTING" "fBodyAccJerk_std()_Y" -0.969776055483871
"1931" 22 "STANDING" "fBodyAccJerk_std()_Y" -0.956169964285714
"1932" 22 "LAYING" "fBodyAccJerk_std()_Y" -0.9589609575
"1933" 23 "WALKING" "fBodyAccJerk_std()_Y" -0.0609753095355932
"1934" 23 "WALKING_UPSTAIRS" "fBodyAccJerk_std()_Y" -0.380894442941176
"1935" 23 "WALKING_DOWNSTAIRS" "fBodyAccJerk_std()_Y" -0.177697841296296
"1936" 23 "SITTING" "fBodyAccJerk_std()_Y" -0.979564696911765
"1937" 23 "STANDING" "fBodyAccJerk_std()_Y" -0.977157997794118
"1938" 23 "LAYING" "fBodyAccJerk_std()_Y" -0.989995616944444
"1939" 24 "WALKING" "fBodyAccJerk_std()_Y" -0.294353545672414
"1940" 24 "WALKING_UPSTAIRS" "fBodyAccJerk_std()_Y" -0.535843319152542
"1941" 24 "WALKING_DOWNSTAIRS" "fBodyAccJerk_std()_Y" -0.163626807636364
"1942" 24 "SITTING" "fBodyAccJerk_std()_Y" -0.981550132794118
"1943" 24 "STANDING" "fBodyAccJerk_std()_Y" -0.970228184202899
"1944" 24 "LAYING" "fBodyAccJerk_std()_Y" -0.984124532361111
"1945" 25 "WALKING" "fBodyAccJerk_std()_Y" -0.367760098378378
"1946" 25 "WALKING_UPSTAIRS" "fBodyAccJerk_std()_Y" -0.638086010153846
"1947" 25 "WALKING_DOWNSTAIRS" "fBodyAccJerk_std()_Y" -0.365719830448276
"1948" 25 "SITTING" "fBodyAccJerk_std()_Y" -0.984068025384615
"1949" 25 "STANDING" "fBodyAccJerk_std()_Y" -0.974029503513513
"1950" 25 "LAYING" "fBodyAccJerk_std()_Y" -0.948414293561644
"1951" 26 "WALKING" "fBodyAccJerk_std()_Y" -0.271952157220339
"1952" 26 "WALKING_UPSTAIRS" "fBodyAccJerk_std()_Y" -0.420055781272727
"1953" 26 "WALKING_DOWNSTAIRS" "fBodyAccJerk_std()_Y" -0.061537065488
"1954" 26 "SITTING" "fBodyAccJerk_std()_Y" -0.987754588717949
"1955" 26 "STANDING" "fBodyAccJerk_std()_Y" -0.977354949459459
"1956" 26 "LAYING" "fBodyAccJerk_std()_Y" -0.988238648552632
"1957" 27 "WALKING" "fBodyAccJerk_std()_Y" -0.0655179027631579
"1958" 27 "WALKING_UPSTAIRS" "fBodyAccJerk_std()_Y" -0.450116431176471
"1959" 27 "WALKING_DOWNSTAIRS" "fBodyAccJerk_std()_Y" -0.163243978431818
"1960" 27 "SITTING" "fBodyAccJerk_std()_Y" -0.986083114
"1961" 27 "STANDING" "fBodyAccJerk_std()_Y" -0.977605582
"1962" 27 "LAYING" "fBodyAccJerk_std()_Y" -0.986116008783784
"1963" 28 "WALKING" "fBodyAccJerk_std()_Y" -0.191757503603704
"1964" 28 "WALKING_UPSTAIRS" "fBodyAccJerk_std()_Y" -0.349026567647059
"1965" 28 "WALKING_DOWNSTAIRS" "fBodyAccJerk_std()_Y" -0.00175391954565217
"1966" 28 "SITTING" "fBodyAccJerk_std()_Y" -0.96399042625
"1967" 28 "STANDING" "fBodyAccJerk_std()_Y" -0.936991280253165
"1968" 28 "LAYING" "fBodyAccJerk_std()_Y" -0.981117467
"1969" 29 "WALKING" "fBodyAccJerk_std()_Y" -0.155020660771698
"1970" 29 "WALKING_UPSTAIRS" "fBodyAccJerk_std()_Y" -0.408648946938776
"1971" 29 "WALKING_DOWNSTAIRS" "fBodyAccJerk_std()_Y" -0.120381521220833
"1972" 29 "SITTING" "fBodyAccJerk_std()_Y" -0.985493318833333
"1973" 29 "STANDING" "fBodyAccJerk_std()_Y" -0.984782782307692
"1974" 29 "LAYING" "fBodyAccJerk_std()_Y" -0.990468082753623
"1975" 30 "WALKING" "fBodyAccJerk_std()_Y" -0.289466095323077
"1976" 30 "WALKING_UPSTAIRS" "fBodyAccJerk_std()_Y" -0.610826602
"1977" 30 "WALKING_DOWNSTAIRS" "fBodyAccJerk_std()_Y" -0.217432019258065
"1978" 30 "SITTING" "fBodyAccJerk_std()_Y" -0.981902116451613
"1979" 30 "STANDING" "fBodyAccJerk_std()_Y" -0.960442360508475
"1980" 30 "LAYING" "fBodyAccJerk_std()_Y" -0.972434196714286
"1981" 1 "WALKING" "fBodyAccJerk_std()_Z" -0.534713440421053
"1982" 1 "WALKING_UPSTAIRS" "fBodyAccJerk_std()_Z" -0.726040200754717
"1983" 1 "WALKING_DOWNSTAIRS" "fBodyAccJerk_std()_Z" -0.401721464285714
"1984" 1 "SITTING" "fBodyAccJerk_std()_Z" -0.988339184893617
"1985" 1 "STANDING" "fBodyAccJerk_std()_Z" -0.992349818113208
"1986" 1 "LAYING" "fBodyAccJerk_std()_Z" -0.9605869872
"1987" 2 "WALKING" "fBodyAccJerk_std()_Z" -0.615898188474576
"1988" 2 "WALKING_UPSTAIRS" "fBodyAccJerk_std()_Z" -0.625090981458333
"1989" 2 "WALKING_DOWNSTAIRS" "fBodyAccJerk_std()_Z" -0.408227423191489
"1990" 2 "SITTING" "fBodyAccJerk_std()_Z" -0.988570804130435
"1991" 2 "STANDING" "fBodyAccJerk_std()_Z" -0.984599905185185
"1992" 2 "LAYING" "fBodyAccJerk_std()_Z" -0.989345368541667
"1993" 3 "WALKING" "fBodyAccJerk_std()_Z" -0.543529108103448
"1994" 3 "WALKING_UPSTAIRS" "fBodyAccJerk_std()_Z" -0.738705863898305
"1995" 3 "WALKING_DOWNSTAIRS" "fBodyAccJerk_std()_Z" -0.613525074285714
"1996" 3 "SITTING" "fBodyAccJerk_std()_Z" -0.9771595725
"1997" 3 "STANDING" "fBodyAccJerk_std()_Z" -0.975595949508197
"1998" 3 "LAYING" "fBodyAccJerk_std()_Z" -0.983711904677419
"1999" 4 "WALKING" "fBodyAccJerk_std()_Z" -0.772359087333333
"2000" 4 "WALKING_UPSTAIRS" "fBodyAccJerk_std()_Z" -0.762772175
"2001" 4 "WALKING_DOWNSTAIRS" "fBodyAccJerk_std()_Z" -0.668867334444444
"2002" 4 "SITTING" "fBodyAccJerk_std()_Z" -0.9816994482
"2003" 4 "STANDING" "fBodyAccJerk_std()_Z" -0.976229505535714
"2004" 4 "LAYING" "fBodyAccJerk_std()_Z" -0.980261236296296
"2005" 5 "WALKING" "fBodyAccJerk_std()_Z" -0.633429995714286
"2006" 5 "WALKING_UPSTAIRS" "fBodyAccJerk_std()_Z" -0.668825711276596
"2007" 5 "WALKING_DOWNSTAIRS" "fBodyAccJerk_std()_Z" -0.551178075319149
"2008" 5 "SITTING" "fBodyAccJerk_std()_Z" -0.97602233
"2009" 5 "STANDING" "fBodyAccJerk_std()_Z" -0.96807230125
"2010" 5 "LAYING" "fBodyAccJerk_std()_Z" -0.986135599038461
"2011" 6 "WALKING" "fBodyAccJerk_std()_Z" -0.608624354210526
"2012" 6 "WALKING_UPSTAIRS" "fBodyAccJerk_std()_Z" -0.571673957058824
"2013" 6 "WALKING_DOWNSTAIRS" "fBodyAccJerk_std()_Z" -0.389057047125
"2014" 6 "SITTING" "fBodyAccJerk_std()_Z" -0.961636555090909
"2015" 6 "STANDING" "fBodyAccJerk_std()_Z" -0.969895845789474
"2016" 6 "LAYING" "fBodyAccJerk_std()_Z" -0.963567540877193
"2017" 7 "WALKING" "fBodyAccJerk_std()_Z" -0.190751539207018
"2018" 7 "WALKING_UPSTAIRS" "fBodyAccJerk_std()_Z" -0.631919608823529
"2019" 7 "WALKING_DOWNSTAIRS" "fBodyAccJerk_std()_Z" -0.397774503468085
"2020" 7 "SITTING" "fBodyAccJerk_std()_Z" -0.974699194375
"2021" 7 "STANDING" "fBodyAccJerk_std()_Z" -0.974533710754717
"2022" 7 "LAYING" "fBodyAccJerk_std()_Z" -0.975072995192308
"2023" 8 "WALKING" "fBodyAccJerk_std()_Z" -0.4044825094375
"2024" 8 "WALKING_UPSTAIRS" "fBodyAccJerk_std()_Z" -0.508248316829268
"2025" 8 "WALKING_DOWNSTAIRS" "fBodyAccJerk_std()_Z" -0.0846674186842105
"2026" 8 "SITTING" "fBodyAccJerk_std()_Z" -0.986185349347826
"2027" 8 "STANDING" "fBodyAccJerk_std()_Z" -0.984465744444444
"2028" 8 "LAYING" "fBodyAccJerk_std()_Z" -0.968699222962963
"2029" 9 "WALKING" "fBodyAccJerk_std()_Z" -0.419104362884615
"2030" 9 "WALKING_UPSTAIRS" "fBodyAccJerk_std()_Z" -0.677831082857143
"2031" 9 "WALKING_DOWNSTAIRS" "fBodyAccJerk_std()_Z" -0.425377408333333
"2032" 9 "SITTING" "fBodyAccJerk_std()_Z" -0.9649413418
"2033" 9 "STANDING" "fBodyAccJerk_std()_Z" -0.972588748666667
"2034" 9 "LAYING" "fBodyAccJerk_std()_Z" -0.9597147176
"2035" 10 "WALKING" "fBodyAccJerk_std()_Z" -0.558512650188679
"2036" 10 "WALKING_UPSTAIRS" "fBodyAccJerk_std()_Z" -0.662894135319149
"2037" 10 "WALKING_DOWNSTAIRS" "fBodyAccJerk_std()_Z" -0.396147929736842
"2038" 10 "SITTING" "fBodyAccJerk_std()_Z" -0.98911086
"2039" 10 "STANDING" "fBodyAccJerk_std()_Z" -0.979428729090909
"2040" 10 "LAYING" "fBodyAccJerk_std()_Z" -0.978582339137931
"2041" 11 "WALKING" "fBodyAccJerk_std()_Z" -0.747564612033898
"2042" 11 "WALKING_UPSTAIRS" "fBodyAccJerk_std()_Z" -0.803845087037037
"2043" 11 "WALKING_DOWNSTAIRS" "fBodyAccJerk_std()_Z" -0.628902742826087
"2044" 11 "SITTING" "fBodyAccJerk_std()_Z" -0.984349606792453
"2045" 11 "STANDING" "fBodyAccJerk_std()_Z" -0.990378149574468
"2046" 11 "LAYING" "fBodyAccJerk_std()_Z" -0.983302949122807
"2047" 12 "WALKING" "fBodyAccJerk_std()_Z" -0.5314863218
"2048" 12 "WALKING_UPSTAIRS" "fBodyAccJerk_std()_Z" -0.750114855961538
"2049" 12 "WALKING_DOWNSTAIRS" "fBodyAccJerk_std()_Z" -0.544461425869565
"2050" 12 "SITTING" "fBodyAccJerk_std()_Z" -0.981408871764706
"2051" 12 "STANDING" "fBodyAccJerk_std()_Z" -0.978792832786885
"2052" 12 "LAYING" "fBodyAccJerk_std()_Z" -0.972713844666667
"2053" 13 "WALKING" "fBodyAccJerk_std()_Z" -0.406173351578947
"2054" 13 "WALKING_UPSTAIRS" "fBodyAccJerk_std()_Z" -0.689235778909091
"2055" 13 "WALKING_DOWNSTAIRS" "fBodyAccJerk_std()_Z" -0.356579475531915
"2056" 13 "SITTING" "fBodyAccJerk_std()_Z" -0.988612100204082
"2057" 13 "STANDING" "fBodyAccJerk_std()_Z" -0.987871530526316
"2058" 13 "LAYING" "fBodyAccJerk_std()_Z" -0.983670049354839
"2059" 14 "WALKING" "fBodyAccJerk_std()_Z" -0.528889535084746
"2060" 14 "WALKING_UPSTAIRS" "fBodyAccJerk_std()_Z" -0.391077873148148
"2061" 14 "WALKING_DOWNSTAIRS" "fBodyAccJerk_std()_Z" -0.244857128202222
"2062" 14 "SITTING" "fBodyAccJerk_std()_Z" -0.978180020925926
"2063" 14 "STANDING" "fBodyAccJerk_std()_Z" -0.973594305166667
"2064" 14 "LAYING" "fBodyAccJerk_std()_Z" -0.97491443
"2065" 15 "WALKING" "fBodyAccJerk_std()_Z" -0.723051140740741
"2066" 15 "WALKING_UPSTAIRS" "fBodyAccJerk_std()_Z" -0.783004506458333
"2067" 15 "WALKING_DOWNSTAIRS" "fBodyAccJerk_std()_Z" -0.461599141904762
"2068" 15 "SITTING" "fBodyAccJerk_std()_Z" -0.987694113559322
"2069" 15 "STANDING" "fBodyAccJerk_std()_Z" -0.986654459433962
"2070" 15 "LAYING" "fBodyAccJerk_std()_Z" -0.980745097361111
"2071" 16 "WALKING" "fBodyAccJerk_std()_Z" -0.45663628254902
"2072" 16 "WALKING_UPSTAIRS" "fBodyAccJerk_std()_Z" -0.620123586470588
"2073" 16 "WALKING_DOWNSTAIRS" "fBodyAccJerk_std()_Z" -0.36402669587234
"2074" 16 "SITTING" "fBodyAccJerk_std()_Z" -0.984362469130435
"2075" 16 "STANDING" "fBodyAccJerk_std()_Z" -0.98865796025641
"2076" 16 "LAYING" "fBodyAccJerk_std()_Z" -0.988348904571429
"2077" 17 "WALKING" "fBodyAccJerk_std()_Z" -0.543872996229508
"2078" 17 "WALKING_UPSTAIRS" "fBodyAccJerk_std()_Z" -0.680325770833333
"2079" 17 "WALKING_DOWNSTAIRS" "fBodyAccJerk_std()_Z" -0.573043711086957
"2080" 17 "SITTING" "fBodyAccJerk_std()_Z" -0.99081824828125
"2081" 17 "STANDING" "fBodyAccJerk_std()_Z" -0.991450377692308
"2082" 17 "LAYING" "fBodyAccJerk_std()_Z" -0.983854158873239
"2083" 18 "WALKING" "fBodyAccJerk_std()_Z" -0.664327149285714
"2084" 18 "WALKING_UPSTAIRS" "fBodyAccJerk_std()_Z" -0.784728430344828
"2085" 18 "WALKING_DOWNSTAIRS" "fBodyAccJerk_std()_Z" -0.678751080363636
"2086" 18 "SITTING" "fBodyAccJerk_std()_Z" -0.990141676315789
"2087" 18 "STANDING" "fBodyAccJerk_std()_Z" -0.989275839041096
"2088" 18 "LAYING" "fBodyAccJerk_std()_Z" -0.990744752923077
"2089" 19 "WALKING" "fBodyAccJerk_std()_Z" -0.227829841936346
"2090" 19 "WALKING_UPSTAIRS" "fBodyAccJerk_std()_Z" -0.50771620575
"2091" 19 "WALKING_DOWNSTAIRS" "fBodyAccJerk_std()_Z" -0.0983930104846154
"2092" 19 "SITTING" "fBodyAccJerk_std()_Z" -0.988151915753425
"2093" 19 "STANDING" "fBodyAccJerk_std()_Z" -0.987524587534247
"2094" 19 "LAYING" "fBodyAccJerk_std()_Z" -0.988558703373494
"2095" 20 "WALKING" "fBodyAccJerk_std()_Z" -0.427690451960784
"2096" 20 "WALKING_UPSTAIRS" "fBodyAccJerk_std()_Z" -0.533201712745098
"2097" 20 "WALKING_DOWNSTAIRS" "fBodyAccJerk_std()_Z" -0.405294896466667
"2098" 20 "SITTING" "fBodyAccJerk_std()_Z" -0.978458923030303
"2099" 20 "STANDING" "fBodyAccJerk_std()_Z" -0.963973097671233
"2100" 20 "LAYING" "fBodyAccJerk_std()_Z" -0.985707806323529
"2101" 21 "WALKING" "fBodyAccJerk_std()_Z" -0.443563412692308
"2102" 21 "WALKING_UPSTAIRS" "fBodyAccJerk_std()_Z" -0.603127367234043
"2103" 21 "WALKING_DOWNSTAIRS" "fBodyAccJerk_std()_Z" -0.293237567085333
"2104" 21 "SITTING" "fBodyAccJerk_std()_Z" -0.986845672352941
"2105" 21 "STANDING" "fBodyAccJerk_std()_Z" -0.979723339662921
"2106" 21 "LAYING" "fBodyAccJerk_std()_Z" -0.984925270666667
"2107" 22 "WALKING" "fBodyAccJerk_std()_Z" -0.343195610652174
"2108" 22 "WALKING_UPSTAIRS" "fBodyAccJerk_std()_Z" -0.528567802619048
"2109" 22 "WALKING_DOWNSTAIRS" "fBodyAccJerk_std()_Z" -0.535893778333333
"2110" 22 "SITTING" "fBodyAccJerk_std()_Z" -0.981272224354839
"2111" 22 "STANDING" "fBodyAccJerk_std()_Z" -0.984305238253968
"2112" 22 "LAYING" "fBodyAccJerk_std()_Z" -0.976833164027778
"2113" 23 "WALKING" "fBodyAccJerk_std()_Z" -0.00623647528983051
"2114" 23 "WALKING_UPSTAIRS" "fBodyAccJerk_std()_Z" -0.46895638372549
"2115" 23 "WALKING_DOWNSTAIRS" "fBodyAccJerk_std()_Z" -0.09851956305
"2116" 23 "SITTING" "fBodyAccJerk_std()_Z" -0.977936447205882
"2117" 23 "STANDING" "fBodyAccJerk_std()_Z" -0.976241315882353
"2118" 23 "LAYING" "fBodyAccJerk_std()_Z" -0.985502011944444
"2119" 24 "WALKING" "fBodyAccJerk_std()_Z" -0.511115619482759
"2120" 24 "WALKING_UPSTAIRS" "fBodyAccJerk_std()_Z" -0.562727123050847
"2121" 24 "WALKING_DOWNSTAIRS" "fBodyAccJerk_std()_Z" -0.328569968545455
"2122" 24 "SITTING" "fBodyAccJerk_std()_Z" -0.986008449264706
"2123" 24 "STANDING" "fBodyAccJerk_std()_Z" -0.979936740869565
"2124" 24 "LAYING" "fBodyAccJerk_std()_Z" -0.983185637916667
"2125" 25 "WALKING" "fBodyAccJerk_std()_Z" -0.690413386081081
"2126" 25 "WALKING_UPSTAIRS" "fBodyAccJerk_std()_Z" -0.830526636615385
"2127" 25 "WALKING_DOWNSTAIRS" "fBodyAccJerk_std()_Z" -0.734990064137931
"2128" 25 "SITTING" "fBodyAccJerk_std()_Z" -0.989156105538462
"2129" 25 "STANDING" "fBodyAccJerk_std()_Z" -0.987898048378378
"2130" 25 "LAYING" "fBodyAccJerk_std()_Z" -0.971885370136986
"2131" 26 "WALKING" "fBodyAccJerk_std()_Z" -0.396530418305085
"2132" 26 "WALKING_UPSTAIRS" "fBodyAccJerk_std()_Z" -0.715726893818182
"2133" 26 "WALKING_DOWNSTAIRS" "fBodyAccJerk_std()_Z" -0.3967016908
"2134" 26 "SITTING" "fBodyAccJerk_std()_Z" -0.990693114358974
"2135" 26 "STANDING" "fBodyAccJerk_std()_Z" -0.987428086216216
"2136" 26 "LAYING" "fBodyAccJerk_std()_Z" -0.989370490789474
"2137" 27 "WALKING" "fBodyAccJerk_std()_Z" -0.417957993859649
"2138" 27 "WALKING_UPSTAIRS" "fBodyAccJerk_std()_Z" -0.657139420784314
"2139" 27 "WALKING_DOWNSTAIRS" "fBodyAccJerk_std()_Z" -0.474755492045455
"2140" 27 "SITTING" "fBodyAccJerk_std()_Z" -0.989282516857143
"2141" 27 "STANDING" "fBodyAccJerk_std()_Z" -0.98820826225
"2142" 27 "LAYING" "fBodyAccJerk_std()_Z" -0.989901169864865
"2143" 28 "WALKING" "fBodyAccJerk_std()_Z" -0.574579748518519
"2144" 28 "WALKING_UPSTAIRS" "fBodyAccJerk_std()_Z" -0.68790763372549
"2145" 28 "WALKING_DOWNSTAIRS" "fBodyAccJerk_std()_Z" -0.48848835173913
"2146" 28 "SITTING" "fBodyAccJerk_std()_Z" -0.978327769444444
"2147" 28 "STANDING" "fBodyAccJerk_std()_Z" -0.973572051898734
"2148" 28 "LAYING" "fBodyAccJerk_std()_Z" -0.974530843125
"2149" 29 "WALKING" "fBodyAccJerk_std()_Z" -0.529034897169811
"2150" 29 "WALKING_UPSTAIRS" "fBodyAccJerk_std()_Z" -0.710116591836735
"2151" 29 "WALKING_DOWNSTAIRS" "fBodyAccJerk_std()_Z" -0.547320886875
"2152" 29 "SITTING" "fBodyAccJerk_std()_Z" -0.990445861666667
"2153" 29 "STANDING" "fBodyAccJerk_std()_Z" -0.991316374615385
"2154" 29 "LAYING" "fBodyAccJerk_std()_Z" -0.993107759855072
"2155" 30 "WALKING" "fBodyAccJerk_std()_Z" -0.575410267076923
"2156" 30 "WALKING_UPSTAIRS" "fBodyAccJerk_std()_Z" -0.78475388
"2157" 30 "WALKING_DOWNSTAIRS" "fBodyAccJerk_std()_Z" -0.535515048387097
"2158" 30 "SITTING" "fBodyAccJerk_std()_Z" -0.988971211935484
"2159" 30 "STANDING" "fBodyAccJerk_std()_Z" -0.973954338305085
"2160" 30 "LAYING" "fBodyAccJerk_std()_Z" -0.982281553142857
"2161" 1 "WALKING" "fBodyAccMag_mean()_NA" -0.128623450629474
"2162" 1 "WALKING_UPSTAIRS" "fBodyAccMag_mean()_NA" -0.352395944716981
"2163" 1 "WALKING_DOWNSTAIRS" "fBodyAccMag_mean()_NA" 0.0965845343040816
"2164" 1 "SITTING" "fBodyAccMag_mean()_NA" -0.947782922553192
"2165" 1 "STANDING" "fBodyAccMag_mean()_NA" -0.985356361132075
"2166" 1 "LAYING" "fBodyAccMag_mean()_NA" -0.8617676481
"2167" 2 "WALKING" "fBodyAccMag_mean()_NA" -0.324289427932203
"2168" 2 "WALKING_UPSTAIRS" "fBodyAccMag_mean()_NA" -0.14531853915625
"2169" 2 "WALKING_DOWNSTAIRS" "fBodyAccMag_mean()_NA" 0.293424826591489
"2170" 2 "SITTING" "fBodyAccMag_mean()_NA" -0.96127374826087
